crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
DLY,DALRY,-4.711079,55.706219,229752,649195,unstaffed,true,true,30,true,F,98,210638,
EBD,EBBSFLEET INTERNATIONAL,0.320921,51.442972,561394,174108,fullTime,true,true,5225,NA,B,155,2106802,
BLP,BELPER,-1.482510,53.023757,434808,347510,unstaffed,true,true,0,true,F1,37,210692,
FNR,FARNINGHAM ROAD,0.235452,51.401664,555595,169330,partTime,true,true,36,true,E,60,210874,
RSH,ROSE HILL MARPLE,-2.076521,53.396222,395009,388824,partTime,true,false,80,true,E,58,210904,
TAC,TACKLEY,-1.297536,51.881236,448450,220530,unstaffed,true,false,0,true,F2,26,21102,
CGM,COTTINGHAM,-0.406434,53.781647,505100,432880,unstaffed,true,true,45,true,F1,77,211464,
BNA,BURNAGE,-2.215678,53.421165,385764,391618,partTime,true,false,0,true,E,71,211880,
ELW,ELTHAM,0.052472,51.455642,542700,174960,fullTime,true,true,166,true,C2,225,2119492,
SHJ,ST HELENS JUNCTION,-2.700259,53.433724,353574,393222,fullTime,true,true,65,true,E,67,212050,
GTW,GATWICK AIRPORT,-0.161041,51.156489,528700,141300,fullTime,true,true,0,true,B,858,21225246,
LAN,LANCASTER,-2.807458,54.048728,347230,461720,fullTime,true,true,165,true,B,196,2122814,
BES,BESCAR LANE,-2.914610,53.623851,339605,414535,unstaffed,true,false,0,true,F2,17,2124,
LPG,LLANFAIRPWLL,-4.209215,53.220943,252600,371600,unstaffed,false,false,100,true,F2,22,21246,
SOV,SOUTHEND VICTORIA,0.711501,51.541511,588128,185997,fullTime,true,true,14,true,C1,139,2129590,
WWL,WHITWELL (DERBYSHIRE),-1.200207,53.279959,453425,376185,unstaffed,true,true,0,true,F2,37,21308,
NMC,NEW MILLS CENTRAL,-2.005671,53.364840,399720,385330,partTime,false,false,0,true,E,76,213872,
OHL,OLD HILL,-2.056191,52.470932,396280,285890,partTime,true,true,51,true,E,78,213904,
FMT,FALMOUTH TOWN,-5.064935,50.148339,181130,32085,unstaffed,true,false,60,true,F1,58,213934,
WMS,WEMYSS BAY,-4.889080,55.876143,219360,668550,partTime,true,false,107,true,E,69,213988,
DSL,DISLEY,-2.042481,53.358181,397270,384590,partTime,false,false,25,true,E,61,214134,
BLO,BLAYDON,-1.712581,54.965787,418500,563500,unstaffed,true,true,0,true,F2,46,21428,
TUL,TULLOCH,-4.701321,56.884277,235510,780240,unstaffed,false,false,5,true,F,8,2148,
RUE,RUNCORN EAST,-2.665697,53.327567,355760,381390,partTime,true,true,50,true,E,53,214872,
FNY,FINCHLEY ROAD & FROGNAL,-0.183141,51.550264,526070,185050,partTime,true,true,0,true,E,278,2155436,
BCB,BURSCOUGH BRIDGE,-2.840880,53.605255,344457,412406,partTime,true,false,0,true,F1,64,216156,
CHI,CHINGFORD,0.009897,51.633085,539200,194610,partTime,true,true,18,true,C2,163,2165308,
HHD,HOLYHEAD,-4.631002,53.307682,224800,382200,fullTime,true,true,0,true,E,70,217046,
COY,CORYTON,-3.231818,51.520434,314630,180888,unstaffed,true,true,0,NA,F1,60,217090,
RVB,RAVENSBOURNE,-0.007557,51.414187,538655,170235,partTime,true,true,0,true,E,151,217450,
RNR,ROUGHTON ROAD,1.299794,52.918018,621940,340720,unstaffed,false,true,0,true,F2,26,21766,
SRH,STREATHAM HILL,-0.127160,51.438191,530270,172685,fullTime,true,true,0,true,C2,148,2176976,
KRK,KIRKCONNEL,-3.998500,55.388302,273500,612300,unstaffed,false,false,25,true,F,21,21816,
HPE,HOPE (FLINTSHIRE),-3.036876,53.117356,330700,358300,unstaffed,false,false,0,NA,F2,30,21820,
LED,LEDBURY,-2.425860,52.045249,370890,238625,partTime,false,false,50,true,E,47,218822,
KNI,KNIGHTON,-3.042196,52.345071,329100,272400,unstaffed,false,false,10,NA,F1,11,21892,
KND,KINGSWOOD,-0.211248,51.294723,524815,156585,partTime,true,true,0,true,E,86,219092,
CMR,CROMER,1.292824,52.930083,621410,342040,unstaffed,true,true,9,true,F1,35,219244,
NWN,NEWTON FOR HYDE,-2.067142,53.456379,395639,395516,partTime,false,false,6,true,E,78,219478,
WDT,WEST DRAYTON,-0.472234,51.510053,506120,180120,partTime,true,true,17,true,E,162,2197016,
SEE,SOUTHEASE,0.030641,50.831264,543100,105490,unstaffed,true,true,0,true,F2,38,22008,
THT,THORNTONHALL,-4.251162,55.768677,258870,655110,unstaffed,true,false,4,true,F,43,22026,
NOR,NORMANTON,-1.423401,53.700517,438165,422830,unstaffed,true,true,10,true,F1,77,220376,
SWA,SWANSEA,-3.941546,51.625144,265700,193600,fullTime,true,true,41,true,C1,115,2204216,
PRL,PRITTLEWELL,0.710676,51.550686,588033,187015,partTime,true,true,42,true,E,135,220626,
ASB,ARDROSSAN SOUTH BEACH,-4.801211,55.641415,223799,642211,partTime,true,true,24,true,E,74,220638,
WTH,WHITEHAVEN,-3.586933,54.553030,297460,518690,partTime,true,true,30,true,E,38,220670,
PKT,PARK STREET,-0.340277,51.725457,514733,204274,unstaffed,false,true,23,true,F2,44,22074,
EGF,EAST GARFORTH,-1.370537,53.791976,441565,433035,unstaffed,true,true,0,true,F1,74,220824,
BPW,BRISTOL PARKWAY,-2.542163,51.513800,362474,179570,fullTime,true,true,1140,true,B,207,2208904,
CUW,CLUNDERWEN,-4.731842,51.840538,211900,219300,unstaffed,false,false,20,NA,F2,30,22106,
MRS,MONKS RISBOROUGH,-0.829334,51.735761,480937,204765,unstaffed,true,false,0,true,F2,46,22144,
BEY,BEN RHYDDING,-1.797430,53.925712,413400,447750,unstaffed,true,true,22,true,F1,137,221492,
PEW,PEWSEY,-1.770675,51.342191,416070,160370,partTime,true,true,77,true,D,21,221712,
TIS,TISBURY,-2.079002,51.060851,394560,129060,partTime,true,true,73,true,E,52,221736,
CLC,CASTLE CARY,-2.522794,51.099813,363490,133520,partTime,true,true,100,true,D,44,222474,
ABH,ABERERCH,-4.374175,52.898581,240400,336100,unstaffed,false,false,0,true,F2,16,2228,
TED,TEDDINGTON,-0.332706,51.424479,516019,170815,partTime,true,true,8,true,C2,156,2228352,
CHC,CHARING CROSS (GLASGOW),-4.269820,55.864680,258050,665830,partTime,true,true,0,true,D,257,2229356,
GBK,GREENBANK,-2.534271,53.251463,364450,372850,unstaffed,true,false,15,true,F1,42,223058,
ADN,ARDROSSAN TOWN,-4.812675,55.639705,223070,642050,unstaffed,true,false,0,true,F,35,22348,
SHT,SHOTTON,-3.037700,53.213534,330800,369000,partTime,true,true,20,true,E,71,223578,
GTN,GRANGETOWN (CARDIFF),-3.189724,51.467610,317455,174965,unstaffed,true,true,0,NA,F2,243,223930,
FOX,FOXFIELD,-3.216061,54.258666,320880,485460,unstaffed,true,false,0,NA,F2,39,22402,
PNF,PENYFFORDD,-3.054838,53.143087,329540,361180,unstaffed,false,false,16,true,F2,30,22428,
HND,HANBOROUGH,-1.373525,51.825156,443273,214245,unstaffed,true,true,48,true,F2,42,224290,
APB,APPLEY BRIDGE,-2.719252,53.578669,352475,409360,unstaffed,true,true,15,true,F1,64,224338,
RNH,RAINHILL,-2.766400,53.417120,349160,391420,fullTime,true,false,0,true,E,66,224348,
TAY,TAYNUILT,-5.239610,56.430806,200340,731220,unstaffed,false,false,15,true,F,14,22472,
KMS,KEMSING,0.247428,51.297185,556784,157738,unstaffed,true,true,12,true,F2,44,22476,
NLN,NEW LANE,-2.867716,53.611661,342690,413140,unstaffed,true,false,0,true,F2,17,2248,
SYS,SYSTON,-1.082399,52.694209,462113,311120,unstaffed,true,true,0,true,F1,34,224872,
LGG,LANGLEY GREEN,-2.004964,52.493870,399760,288440,partTime,true,true,28,true,E,78,225018,
WSF,WINSFORD,-2.494599,53.190510,367050,366050,partTime,false,true,28,true,F1,40,225250,
WMC,WILMCOTE,-1.756011,52.222997,416764,258338,unstaffed,false,false,0,true,F2,58,22552,
OMS,ORMSKIRK,-2.881193,53.569271,341740,408435,fullTime,true,true,110,true,D,159,2255722,
BTS,BURNTISLAND,-3.233198,56.057079,323300,685600,partTime,true,true,6,true,E,64,225594,
GRS,GARSCADDEN,-4.365004,55.887693,252182,668590,partTime,true,false,0,true,E,147,225712,
ACB,ACTON BRIDGE (CHESHIRE),-2.603126,53.266506,359870,374560,unstaffed,false,false,15,true,F2,27,22578,
HEW,HEWORTH,-1.555766,54.951567,428550,561970,unstaffed,true,false,0,true,F2,209,22588,
SHM,SHERINGHAM,1.210320,52.941426,615810,343050,unstaffed,false,true,5,true,F1,34,225894,
WIC,WICKFORD,0.519185,51.615021,574512,193694,partTime,true,true,464,true,C2,196,2261210,
RDN,REDDISH NORTH,-2.156255,53.449410,389720,394750,partTime,false,false,15,true,E,77,226612,
COO,COOKHAM,-0.722079,51.557461,488690,185060,partTime,false,true,76,true,E,52,226892,
BSN,BOSTON,-0.031003,52.978088,532301,344118,partTime,true,true,0,true,E,33,226940,
HUB,HUNMANBY,-0.314557,54.173924,510115,476660,unstaffed,true,false,0,true,F2,30,22704,
HEI,HEIGHINGTON,-1.581765,54.596959,427120,522500,unstaffed,true,false,0,true,F2,30,22726,
WAM,WALMER,1.382874,51.203321,636410,150340,partTime,true,true,40,true,E,55,227276,
SHR,SHREWSBURY,-2.749761,52.711927,349445,312960,fullTime,true,true,156,true,C1,217,2276726,
CBB,CARBIS BAY,-5.463263,50.197048,152930,38745,unstaffed,false,false,20,true,F2,56,227854,
TGS,TY GLAS,-3.196534,51.521537,317080,180970,unstaffed,true,true,0,NA,F2,60,228362,
GOB,GOBOWEN,-3.037173,52.893513,330320,333400,partTime,false,false,70,NA,E,42,228526,
PLM,PLUMLEY,-2.419662,53.274673,372112,375381,unstaffed,true,false,10,true,F2,42,22906,
SIT,SITTINGBOURNE,0.734684,51.341975,590564,163871,fullTime,true,true,253,true,C2,268,2295150,
SRU,SOUTH RUISLIP,-0.399259,51.556919,511070,185440,partTime,true,true,0,true,F1,56,230002,
THI,THIRSK,-1.372588,54.228210,441000,481570,partTime,true,true,45,true,E,49,230042,
FWY,FIVE WAYS,-1.912954,52.471093,406010,285910,partTime,true,true,0,true,D,205,2301032,
WTS,WHATSTANDWELL,-1.504086,53.083312,433315,354125,unstaffed,true,true,24,true,F2,34,23084,
LNG,LONGCROSS,-0.594570,51.385171,497897,166062,unstaffed,true,false,0,true,F2,30,23090,
KGP,KINGS PARK,-4.246517,55.819542,259345,660760,partTime,true,true,0,true,E,76,231254,
MRP,MOORTHORPE,-1.304947,53.594995,446100,411160,unstaffed,true,true,45,true,F1,44,231780,
NMN,NEW MILLS NEWTOWN,-2.008525,53.359627,399530,384750,partTime,false,false,35,true,E,61,232154,
BDY,BREDBURY,-2.110488,53.423152,392755,391823,partTime,true,false,100,true,E,77,232302,
KLF,KIRKSTALL FORGE,-1.622479,53.823718,424949,436449,unstaffed,true,true,120,true,F2,67,232386,19/6/2016
BGD,BARGOED,-3.229679,51.692308,315100,200000,unstaffed,true,false,90,NA,E,103,232414,
HAV,HAVANT,-0.981611,50.854425,471781,106595,partTime,true,true,492,true,C2,308,2326412,
PYT,POYNTON,-2.134410,53.350383,391150,383730,partTime,true,true,40,true,E,40,232750,
SBK,SOUTH BANK,-1.176667,54.583828,453310,521270,unstaffed,true,false,0,true,F2,38,23282,
BCE,BRACKNELL,-0.751704,51.413090,486910,168969,partTime,true,true,214,true,C2,100,2328350,
BPK,BROOKMANS PARK,-0.204549,51.721060,524119,204007,partTime,true,true,69,true,E,97,233128,
GLS,GLAISDALE,-0.793788,54.439380,478330,505555,unstaffed,true,false,0,true,F2,8,23316,
HOV,HOVE,-0.170687,50.835215,528912,105559,fullTime,true,true,0,true,C2,291,2332418,
ENF,ENFIELD TOWN,-0.079328,51.652024,532970,196550,partTime,true,true,0,true,C2,101,2335250,
PET,PETTS WOOD,0.074481,51.388617,544440,167550,partTime,true,true,197,true,C2,319,2338536,
EVE,EVESHAM,-1.947313,52.098395,403706,244452,partTime,false,true,70,true,E,40,234006,
BOD,BODMIN PARKWAY,-4.662928,50.445861,211030,64058,partTime,true,true,70,true,D,88,234030,
PKS,PARKSTONE (DORSET),-1.947956,50.722977,403770,91485,partTime,false,true,13,true,E,86,234380,
COM,COMMONDALE,-0.975148,54.481273,466500,510030,unstaffed,true,false,0,true,F2,8,2344,
WTM,WITHAM,0.639130,51.805967,582047,215219,fullTime,true,true,406,NA,C2,200,2349496,
KDG,KIDSGROVE,-2.244816,53.086564,383700,354400,partTime,true,true,53,true,E,98,235114,
LES,LEIGH-ON-SEA,0.640411,51.541272,583200,185790,partTime,true,true,518,true,C2,264,2355650,
HUL,HULL,-0.345680,53.744149,509200,428800,fullTime,true,true,280,true,B,197,2356812,
KKM,KIRKHAM & WESHAM,-2.882941,53.786914,341925,432650,partTime,true,true,8,true,E,116,235812,
WCP,WORCESTER PARK,-0.245167,51.381251,522220,166150,partTime,true,true,90,true,C2,144,2359004,
HAT,HATFIELD (HERTS),-0.215589,51.763878,523240,208750,partTime,true,true,374,true,C2,257,2359990,
LAI,LAINDON,0.424289,51.567522,568118,188190,partTime,true,true,243,true,C2,189,2360218,
TUH,TULSE HILL,-0.105077,51.439859,531800,172910,fullTime,true,true,0,true,D,311,2363710,
PEG,PEGSWOOD,-1.644166,55.178128,422760,587150,unstaffed,true,false,0,true,F2,3,2364,
SCG,STONE CROSSING,0.263771,51.451329,557394,174913,partTime,true,true,0,true,E,169,236426,
RHM,REEDHAM (LONDON),-0.123416,51.331118,530835,160785,partTime,true,true,0,true,E,128,237034,
FFA,FFAIRFACH,-3.992859,51.872473,262900,221200,unstaffed,true,false,0,NA,F2,10,2372,
ZCW,CANADA WATER,-0.049720,51.497988,535475,179475,unstaffed,true,true,0,NA,B,584,23725794,
LOT,LOSTOCK,-2.494266,53.572926,367367,408594,fullTime,true,false,84,true,E,72,237272,
SCT,SCOTSCALDER,-3.552050,58.482990,309600,956020,unstaffed,false,false,2,true,F,7,238,
HGS,HASTINGS,0.576742,50.857894,581450,109650,fullTime,true,true,75,true,C1,226,2382998,
WYB,WEYBRIDGE,-0.457724,51.361769,507474,163651,partTime,true,true,102,true,C2,222,2383624,
MIN,MILLIKEN PARK,-4.533358,55.825110,241400,662000,unstaffed,true,true,0,true,F,76,238390,
TOP,TOPSHAM,-3.464423,50.686215,296646,88419,unstaffed,true,true,40,true,F2,65,238500,
ELY,ELY,0.266828,52.391228,554350,279440,fullTime,true,true,152,NA,D,205,2386744,
EDB,EDINBURGH,-3.188228,55.952391,325900,673900,fullTime,true,true,617,true,A,896,23872996,
OKM,OAKHAM,-0.734171,52.672213,485690,309030,partTime,true,false,28,true,E,41,239038,
DAR,DARLINGTON,-1.547324,54.520446,429400,514000,fullTime,true,true,382,true,B,328,2394446,
WRH,WORTHING,-0.376171,50.818497,514484,103362,fullTime,true,true,0,true,C,222,2395498,
STJ,SEVERN TUNNEL JUNCTION,-2.777891,51.584675,346200,187600,partTime,true,false,114,NA,E,81,239790,
PYN,PENRYN (CORNWALL),-5.111607,50.170711,177900,34710,unstaffed,true,false,20,true,F1,58,240156,
FER,FERNHILL,-3.395883,51.686493,303600,199560,unstaffed,false,false,0,NA,F2,62,24030,
NAN,NANTWICH,-2.518959,53.063570,365320,351940,unstaffed,false,true,0,true,F1,42,240334,
RUS,RUSWARP,-0.627772,54.470189,489030,509180,unstaffed,true,false,0,true,F2,8,2404,
ORE,ORE,0.591568,50.866947,582458,110693,unstaffed,true,true,0,true,F2,109,240652,
SLB,SALTBURN,-0.974133,54.583450,466400,521400,unstaffed,true,true,0,true,F1,67,240932,
BUU,BURNHAM-ON-CROUCH,0.814028,51.633656,594842,196511,partTime,true,true,106,NA,D,54,241362,
PLY,PLYMOUTH,-4.143320,50.377826,247700,55300,fullTime,true,true,312,true,C1,124,2416376,
SEL,SELLAFIELD,-3.510456,54.416584,302080,503400,unstaffed,true,false,6,true,F1,33,242066,
MSS,MOSES GATE,-2.401188,53.555980,373520,406670,unstaffed,true,false,0,true,F2,37,24308,
EXT,EXETER ST THOMAS,-3.538836,50.717146,291461,91965,unstaffed,true,true,0,true,F1,46,243144,
BAJ,BAGLAN,-3.811136,51.615539,274700,192300,unstaffed,false,false,23,NA,F1,23,24346,
GUN,GUNNERSBURY,-0.275286,51.491676,519835,178380,fullTime,true,true,0,true,D,378,2436780,
LYD,LYDNEY,-2.530864,51.714134,363420,201845,unstaffed,true,true,85,NA,F1,37,243896,
AVF,AVONCLIFF,-2.281325,51.339649,380500,160100,unstaffed,true,false,0,true,F2,44,24396,
HRR,HARRINGTON,-3.565515,54.613483,298995,525385,unstaffed,true,true,0,true,F2,37,24422,
HKH,HAWKHEAD,-4.398851,55.842189,249890,663600,unstaffed,true,true,40,true,F,69,244326,
BNS,BARNES,-0.242164,51.467084,522200,175700,partTime,true,true,0,true,C2,277,2443722,
ALX,ALEXANDRIA,-4.577484,55.985082,239300,679900,partTime,true,true,67,true,E,73,244378,
GWE,GWERSYLLT,-3.017888,53.072573,331900,353300,unstaffed,false,false,12,NA,F2,30,24464,
HLD,HELLIFIELD,-2.227845,54.010861,385166,457229,unstaffed,true,false,10,true,F2,33,24490,
WKM,WOKINGHAM,-0.842543,51.411217,480596,168657,partTime,true,true,531,true,C2,178,2464906,
STA,STAFFORD,-2.122036,52.803888,391870,322933,fullTime,true,true,542,true,C1,250,2466462,
TAT,TATTENHAM CORNER,-0.242609,51.309182,522590,158140,partTime,true,true,0,true,E,86,246770,
LIS,LISS,-0.892867,51.043569,477712,127718,partTime,true,true,40,true,D,58,246820,
NBT,NORBITON,-0.284025,51.412356,519435,169545,partTime,true,true,39,true,C2,152,2470256,
WKF,WAKEFIELD WESTGATE,-1.506110,53.683072,432718,420848,fullTime,true,true,900,true,B,215,2472506,
ECR,EAST CROYDON,-0.092780,51.375452,532841,165770,fullTime,true,true,0,true,B,1209,24769874,
STG,STIRLING,-3.935619,56.119815,279757,693585,partTime,true,true,276,true,C,208,2480154,
HWM,HARLOW MILL,0.132308,51.790364,547160,212340,partTime,false,true,29,true,E,88,248136,
DMY,DRUMRY,-4.385472,55.904590,250967,670514,partTime,true,true,0,true,E,142,248224,
DFL,DUNFERMLINE QUEEN MARGARET,-3.421468,56.080573,311630,688440,unstaffed,true,true,93,true,F,62,248510,
CNM,CHELTENHAM SPA,-2.099620,51.897396,393242,222099,fullTime,true,true,178,true,C1,184,2485720,
WLI,WELLING,0.101690,51.464797,546090,176075,fullTime,true,true,117,true,C2,220,2487768,
LTP,LITTLEPORT,0.316559,52.462379,557480,287460,unstaffed,true,true,45,true,F1,51,248808,
KIR,KIRKBY (MERSEYSIDE),-2.902829,53.486189,340190,399210,fullTime,true,true,175,true,E,151,2488916,
DRF,DRIFFIELD,-0.434665,54.001527,502700,457300,partTime,true,true,38,true,F1,68,249840,
CDO,CARDONALD,-4.340692,55.852567,253570,664630,partTime,true,false,0,true,E,79,250602,
CHN,CHESHUNT,-0.023960,51.702875,536647,202307,partTime,true,true,189,true,C2,312,2514920,
CDN,COULSDON TOWN,-0.134464,51.322041,530091,159756,partTime,true,true,0,true,E,128,251790,
SVB,SEVERN BEACH,-2.664477,51.560025,354033,184781,unstaffed,true,false,0,true,F1,22,251994,
HEL,HENSALL,-1.114519,53.698543,458560,422820,unstaffed,true,false,0,true,F2,3,252,
NLT,NORTHOLT PARK,-0.359466,51.557538,513827,185570,partTime,true,true,0,true,E,49,252108,
TIR,TIR-PHIL,-3.246380,51.720905,314000,203200,unstaffed,false,false,9,NA,F2,36,25214,
UPT,UPTON (MERSEYSIDE),-3.084152,53.386486,327990,388286,unstaffed,true,false,0,true,F2,30,25254,
ESM,ELSENHAM (ESSEX),0.228070,51.920544,553321,227014,partTime,true,true,0,true,E,56,252716,
TLB,TALYBONT,-4.096596,52.772628,258660,321510,unstaffed,true,false,0,NA,F2,16,25274,
FRS,FORSINARD,-3.896880,58.356898,289100,942500,unstaffed,false,false,5,true,F,8,2530,
EXC,EXETER CENTRAL,-3.533276,50.726482,291875,92995,partTime,true,true,50,true,C1,118,2532450,
NEH,NEW ELTHAM,0.070533,51.438058,544010,173040,partTime,true,true,115,true,C2,228,2533952,
BUL,BUTLERS LANE,-1.838020,52.592468,411070,299420,partTime,false,true,0,true,E,140,254278,
CHT,CHATHILL,-1.706375,55.536731,418630,627040,unstaffed,true,false,5,true,F2,4,2546,
KCK,KNOCKHOLT,0.130847,51.345788,548500,162900,partTime,true,true,39,true,E,78,254816,
BRF,BRIERFIELD,-2.236490,53.823979,384530,436438,unstaffed,true,false,6,true,F2,38,25504,
ETC,ETCHINGHAM,0.442356,51.010544,571431,126301,partTime,true,true,189,true,E,61,255324,
BKS,BEKESBOURNE,1.136708,51.261356,618942,156029,unstaffed,true,true,20,true,F2,51,25546,
WYE,WYE,0.929304,51.185010,604813,146943,partTime,true,true,0,true,E,68,255810,
EBB,EBBW VALE TOWN,-3.202577,51.776686,317128,209353,unstaffed,true,true,0,NA,F,34,256042,17/5/2015
WRT,WORSTEAD,1.404081,52.777425,629690,325415,unstaffed,true,false,5,NA,F2,25,25650,
PST,PRESTONPANS,-2.974768,55.953097,339230,673770,unstaffed,true,true,165,true,F,39,256678,
BAH,BANK HALL,-2.987511,53.437492,334496,393867,fullTime,true,false,0,true,E,143,257006,
NLR,NORTH LLANRWST,-3.802727,53.143820,279520,362260,unstaffed,false,false,0,NA,F2,12,2572,
WFF,WHIFFLET,-4.018655,55.853690,273730,664120,unstaffed,true,true,36,true,F,105,257512,
LWS,LEWES,0.011331,50.870630,541621,109830,fullTime,true,true,0,true,C2,301,2579928,
TPC,THORPE CULVERT,0.199415,53.123090,547275,360695,unstaffed,true,false,0,true,F2,4,258,
IVR,IVER,-0.506726,51.508501,503730,179898,partTime,true,true,0,true,E,87,258664,
CFF,CROFTFOOT,-4.228325,55.818255,260480,660580,partTime,true,true,0,true,E,76,258692,
ARM,ARMADALE (WEST LOTHIAN),-3.695412,55.885708,294050,667140,unstaffed,true,true,187,true,F2,74,260082,4/3/2011
SNA,SANDAL & AGBRIGG,-1.481419,53.663077,434365,418635,unstaffed,true,true,66,true,F1,77,260222,
DNG,DUNTON GREEN,0.170937,51.296489,551454,157500,unstaffed,true,true,26,true,F2,79,260362,
